scaffold,start,end,length,method,type,type_start,type_end,overlap,overlap/length
ptg026382l,88404,88701,297,EVM,mRNA,924,581687,297,1.00
ptg026382l,96454,96739,285,EVM,mRNA,924,581687,285,1.00
ptg026390l,322021,322335,314,EVM,mRNA,103207,514502,314,1.00
ptg026451l,454515,454830,315,EVM,mRNA,154141,771789,315,1.00
ptg026467l,38957,39271,314,EVM,mRNA,26604,92831,314,1.00
ptg026489l,368016,368338,322,EVM,mRNA,40529,511123,322,1.00
ptg026497l,65811,66123,312,EVM,mRNA,34006,362376,312,1.00
ptg026499l,508307,508621,314,EVM,mRNA,162448,642466,314,1.00
ptg026534l,265425,265699,274,EVM,mRNA,31266,297945,274,1.00
ptg026537l,800276,800590,314,EVM,mRNA,453249,904042,314,1.00
ptg026562l,675603,675925,322,EVM,mRNA,480455,752665,322,1.00
ptg026632l,541758,542060,302,EVM,mRNA,393606,604305,302,1.00
ptg026643l,251945,252275,330,EVM,mRNA,396,290798,330,1.00
ptg026661l,831054,831392,338,EVM,mRNA,282108,912372,338,1.00
ptg026686l,51195,51498,303,EVM,mRNA,880,218807,303,1.00
ptg026714l,146852,147126,274,EVM,mRNA,68337,850991,274,1.00
ptg026714l,239869,240180,311,EVM,mRNA,68337,850991,311,1.00
ptg026734l,197728,198007,279,EVM,mRNA,78828,283594,279,1.00
ptg026745l,178355,178653,298,EVM,mRNA,104250,300076,298,1.00
ptg026769l,184766,185044,278,EVM,mRNA,10362,338374,278,1.00
ptg026825l,441066,441361,295,EVM,mRNA,412348,474038,295,1.00
ptg026855l,1272539,1272829,290,EVM,mRNA,1058514,3146954,290,1.00
ptg026855l,1908641,1908953,312,EVM,mRNA,1058514,3146954,312,1.00
ptg026855l,2388646,2388941,295,EVM,mRNA,1058514,3146954,295,1.00
ptg026855l,3338691,3338982,291,EVM,mRNA,3256729,3504895,291,1.00
ptg026870l,366937,367237,300,EVM,mRNA,68079,607163,300,1.00
ptg026870l,601035,601334,299,EVM,mRNA,68079,607163,299,1.00
ptg026909l,93311,93627,316,EVM,mRNA,80667,121761,316,1.00
ptg026966l,1214946,1215227,281,EVM,mRNA,256790,1658529,281,1.00
ptg027031l,208538,208838,300,EVM,mRNA,80896,474690,300,1.00
ptg027040l,172643,172954,311,EVM,mRNA,55331,289297,311,1.00
ptg027050l,37114,37441,327,EVM,mRNA,11068,40376,327,1.00
ptg027089l,542891,543175,284,EVM,mRNA,114002,776781,284,1.00
ptg027089l,733065,733345,280,EVM,mRNA,114002,776781,280,1.00
ptg027148l,167936,168234,298,EVM,mRNA,12836,220542,298,1.00
ptg027157l,204363,204678,315,EVM,mRNA,3605,251859,315,1.00
ptg027166l,263159,263460,301,EVM,mRNA,245326,347449,301,1.00
ptg027224l,1867176,1867468,292,EVM,mRNA,682855,2369865,292,1.00
ptg027238l,140977,141275,298,EVM,mRNA,442,1016923,298,1.00
ptg027239l,1247217,1247502,285,EVM,mRNA,1247256,1399375,247,0.87
ptg027289l,259656,259943,287,EVM,mRNA,231650,753538,287,1.00
ptg027289l,675361,675640,279,EVM,mRNA,231650,753538,279,1.00
ptg027294l,222018,222331,313,EVM,mRNA,4332,359857,313,1.00
ptg027295l,54243,54527,284,EVM,mRNA,523,114359,284,1.00
ptg027295l,199891,200206,315,EVM,mRNA,122157,218646,315,1.00
ptg027341l,128266,128553,287,EVM,mRNA,63129,571682,287,1.00
ptg027349l,86101,86408,307,EVM,mRNA,20228,94785,307,1.00
ptg027354l,264684,264971,287,EVM,mRNA,118614,444499,287,1.00
ptg027355l,106130,106411,281,EVM,mRNA,34206,584345,281,1.00
ptg027395l,183829,184137,308,EVM,mRNA,88062,289807,308,1.00
ptg027429l,3710356,3710668,312,EVM,mRNA,3557280,3848115,312,1.00
ptg027439l,498952,499233,281,EVM,mRNA,3982,1296842,281,1.00
ptg027439l,1039206,1039532,326,EVM,mRNA,3982,1296842,326,1.00
ptg027439l,1618134,1618423,289,EVM,mRNA,1416617,2222605,289,1.00
ptg027439l,1799811,1800118,307,EVM,mRNA,1416617,2222605,307,1.00
ptg027439l,1830554,1830876,322,EVM,mRNA,1416617,2222605,322,1.00
ptg027439l,1988798,1989060,262,EVM,mRNA,1416617,2222605,262,1.00
ptg027466l,1491347,1491650,303,EVM,mRNA,1025643,2703622,303,1.00
ptg027472l,234352,234647,295,EVM,mRNA,2240,458302,295,1.00
ptg027494l,323921,324227,306,EVM,mRNA,112472,333124,306,1.00
ptg027502l,695591,695889,298,EVM,mRNA,479333,837809,298,1.00
ptg027533l,67672,67971,299,EVM,mRNA,46026,207394,299,1.00
ptg027539l,49002,49327,325,EVM,mRNA,799,118704,325,1.00
ptg027575l,411445,411754,309,EVM,mRNA,135613,537534,309,1.00
ptg027599l,226970,227251,281,EVM,mRNA,2487,292602,281,1.00
ptg027620l,192518,192771,253,EVM,mRNA,166723,211059,253,1.00
ptg027620l,634182,634324,142,EVM,mRNA,579867,655188,142,1.00
ptg027669l,1537221,1537503,282,EVM,mRNA,1197143,1866077,282,1.00
ptg027675l,120499,120821,322,EVM,mRNA,18879,122912,322,1.00
ptg027700l,47818,48095,277,EVM,mRNA,32709,154949,277,1.00
ptg027703l,512924,513223,299,EVM,mRNA,360883,532177,299,1.00
ptg027729l,108463,108798,335,EVM,mRNA,44806,203670,335,1.00
ptg027730l,389040,389350,310,EVM,mRNA,252256,398757,310,1.00
ptg027777l,1098574,1098884,310,EVM,mRNA,931011,1783902,310,1.00
ptg027777l,2055546,2055838,292,EVM,mRNA,1894085,2071243,292,1.00
ptg027814l,731822,732108,286,EVM,mRNA,642744,754012,286,1.00
ptg027832l,182039,182325,286,EVM,mRNA,5997,299461,286,1.00
ptg027846l,290950,291274,324,EVM,mRNA,22760,696706,324,1.00
ptg027865l,61862,62165,303,EVM,mRNA,3876,64035,303,1.00
ptg027866l,134602,134920,318,EVM,mRNA,6679,471045,318,1.00
ptg027901l,613493,613816,323,EVM,mRNA,435210,631540,323,1.00
ptg027903l,254765,255055,290,EVM,mRNA,78807,303599,290,1.00
ptg027936l,251718,252037,319,EVM,mRNA,194322,489460,319,1.00
ptg027936l,309457,309759,302,EVM,mRNA,194322,489460,302,1.00
ptg027944l,74679,75010,331,EVM,mRNA,48495,211987,331,1.00
ptg027952l,32193,32494,301,EVM,mRNA,7456,114471,301,1.00
ptg027971l,386328,386623,295,EVM,mRNA,136279,618591,295,1.00
ptg028014l,264854,265153,299,EVM,mRNA,102698,406383,299,1.00
ptg028040l,728626,728909,283,EVM,mRNA,18568,947798,283,1.00
ptg028040l,798617,798893,276,EVM,mRNA,18568,947798,276,1.00
ptg028040l,827458,827748,290,EVM,mRNA,18568,947798,290,1.00
ptg028040l,876061,876370,309,EVM,mRNA,18568,947798,309,1.00
ptg028128l,142232,142504,272,EVM,mRNA,137525,330753,272,1.00
ptg028128l,442063,442355,292,EVM,mRNA,386611,642550,292,1.00
ptg028188l,60578,60905,327,EVM,mRNA,716,70363,327,1.00
ptg028220l,707957,708283,326,EVM,mRNA,494403,763796,326,1.00
ptg028238l,755124,755421,297,EVM,mRNA,749363,1318431,297,1.00
ptg028290l,85426,85757,331,EVM,mRNA,18590,150722,331,1.00
ptg028392l,134673,134969,296,EVM,mRNA,35713,171441,296,1.00
ptg028394l,49492,49801,309,EVM,mRNA,32285,184195,309,1.00
ptg028394l,53138,53443,305,EVM,mRNA,32285,184195,305,1.00
ptg028415l,168709,169017,308,EVM,mRNA,92432,200188,308,1.00
ptg028417l,288174,288470,296,EVM,mRNA,8943,343217,296,1.00
ptg028459l,35309,35615,306,EVM,mRNA,34925,81899,306,1.00
ptg028488l,43361,43665,304,EVM,mRNA,8336,160525,304,1.00
ptg028499l,86344,86658,314,EVM,mRNA,79584,516706,314,1.00
ptg028499l,183070,183379,309,EVM,mRNA,79584,516706,309,1.00
ptg028550l,375995,376311,316,EVM,mRNA,294739,397190,316,1.00
ptg028577l,389192,389462,270,EVM,mRNA,340136,552249,270,1.00
ptg028596l,80035,80325,290,EVM,mRNA,9568,456397,290,1.00
ptg028768l,387895,388200,305,EVM,mRNA,234301,1485447,305,1.00
ptg028849l,567113,567437,324,EVM,mRNA,479583,755395,324,1.00
ptg028849l,717799,718094,295,EVM,mRNA,479583,755395,295,1.00
ptg028864l,363170,363498,328,EVM,mRNA,188991,389789,328,1.00
ptg028879l,259063,259392,329,EVM,mRNA,361,448569,329,1.00
ptg028913l,209703,210004,301,EVM,mRNA,30560,677243,301,1.00
ptg028959l,309379,309670,291,EVM,mRNA,204813,449260,291,1.00
ptg028959l,420700,420999,299,EVM,mRNA,204813,449260,299,1.00
ptg028986l,91404,91697,293,EVM,mRNA,43903,117262,293,1.00
ptg029017l,470706,471019,313,EVM,mRNA,455647,517802,313,1.00
ptg029021l,116260,116576,316,EVM,mRNA,18518,343156,316,1.00
ptg029100l,1692865,1693181,316,EVM,mRNA,1308708,1753331,316,1.00
ptg029154l,45655,45967,312,EVM,mRNA,21328,137991,312,1.00
ptg029154l,82004,82292,288,EVM,mRNA,21328,137991,288,1.00
ptg029154l,274563,274833,270,EVM,mRNA,239698,298310,270,1.00
ptg029164l,472936,473211,275,EVM,mRNA,451183,857620,275,1.00
ptg029200l,134456,134755,299,EVM,mRNA,32823,240682,299,1.00
ptg029202l,274520,274805,285,EVM,mRNA,269192,290958,285,1.00
ptg029224l,579939,580255,316,EVM,mRNA,62966,2412446,316,1.00
ptg029224l,1422412,1422688,276,EVM,mRNA,62966,2412446,276,1.00
ptg029224l,1425442,1425771,329,EVM,mRNA,62966,2412446,329,1.00
ptg029224l,2157837,2158120,283,EVM,mRNA,62966,2412446,283,1.00
ptg029224l,2269769,2270078,309,EVM,mRNA,62966,2412446,309,1.00
ptg029224l,4076986,4077282,296,EVM,mRNA,4006775,5088733,296,1.00
ptg029224l,4231979,4232295,316,EVM,mRNA,4006775,5088733,316,1.00
ptg029224l,4717921,4718214,293,EVM,mRNA,4006775,5088733,293,1.00
ptg029224l,5429173,5429476,303,EVM,mRNA,5351315,5464757,303,1.00
ptg029245l,236683,236977,294,EVM,mRNA,76636,893467,294,1.00
ptg029260l,139131,139424,293,EVM,mRNA,138004,517356,293,1.00
ptg029260l,256091,256407,316,EVM,mRNA,138004,517356,316,1.00
ptg029323l,108818,109112,294,EVM,mRNA,1864,169373,294,1.00
ptg029440l,315290,315605,315,EVM,mRNA,284212,328764,315,1.00
ptg029440l,792477,792772,295,EVM,mRNA,399162,911717,295,1.00
ptg029449l,304207,304535,328,EVM,mRNA,5,418824,328,1.00
ptg029529l,90624,90951,327,EVM,mRNA,47194,96235,327,1.00
ptg029573l,211608,211745,137,EVM,mRNA,66871,260682,137,1.00
ptg029627l,679984,680283,299,EVM,mRNA,497833,882575,299,1.00
ptg029659l,27014,27323,309,EVM,mRNA,5627,264608,309,1.00
ptg029659l,248051,248371,320,EVM,mRNA,5627,264608,320,1.00
ptg029697l,427145,427446,301,EVM,mRNA,139818,434978,301,1.00
ptg029746l,304442,304722,280,EVM,mRNA,85401,445116,280,1.00
ptg029799l,299076,299361,285,EVM,mRNA,42505,308510,285,1.00
ptg029934l,79813,80129,316,EVM,mRNA,18155,147568,316,1.00
ptg029972l,330403,330722,319,EVM,mRNA,310930,340271,319,1.00
ptg030044l,160289,160625,336,EVM,mRNA,160264,296341,336,1.00
ptg030044l,254566,254860,294,EVM,mRNA,160264,296341,294,1.00
ptg030114l,538249,538567,318,EVM,mRNA,99429,694601,318,1.00
ptg030150l,111428,111725,297,EVM,mRNA,57103,412054,297,1.00
ptg030150l,211499,211826,327,EVM,mRNA,57103,412054,327,1.00
ptg030249l,1281237,1281556,319,EVM,mRNA,223942,1527638,319,1.00
ptg030249l,3191774,3192116,342,EVM,mRNA,1897281,5682586,342,1.00
ptg030265l,231402,231692,290,EVM,mRNA,115795,456164,290,1.00
ptg030305l,112112,112409,297,EVM,mRNA,46231,311928,297,1.00
ptg030382l,2916405,2916694,289,EVM,mRNA,2574117,2937187,289,1.00
ptg030413l,151145,151455,310,EVM,mRNA,95284,214296,310,1.00
ptg030453l,73667,73994,327,EVM,mRNA,48748,130776,327,1.00
ptg030455l,22375,22685,310,EVM,mRNA,16170,123591,310,1.00
ptg030466l,2425129,2425455,326,EVM,mRNA,2390793,2635025,326,1.00
ptg030467l,414296,414627,331,EVM,mRNA,329008,471706,331,1.00
ptg030564l,91346,91646,300,EVM,mRNA,17652,131520,300,1.00
ptg030569l,1453582,1453864,282,EVM,mRNA,1136826,1455827,282,1.00
ptg030604l,116082,116356,274,EVM,mRNA,2054,209751,274,1.00
ptg030624l,483927,484229,302,EVM,mRNA,32586,593884,302,1.00
ptg030629l,3101,3424,323,EVM,mRNA,3348,25874,77,0.24
ptg030657l,24512,24836,324,EVM,mRNA,33,38282,324,1.00
ptg030910l,95144,95376,232,EVM,mRNA,46541,313105,232,1.00
ptg030933l,31058,31386,328,EVM,mRNA,4443,52762,328,1.00
ptg030979l,73158,73451,293,EVM,mRNA,47875,197889,293,1.00
ptg031022l,152784,153078,294,EVM,mRNA,103521,211181,294,1.00
ptg031131l,590227,590515,288,EVM,mRNA,401418,814391,288,1.00
ptg031131l,1003481,1003767,286,EVM,mRNA,991878,1104055,286,1.00
ptg031136l,176109,176397,288,EVM,mRNA,4919,358116,288,1.00
ptg031180l,34123,34409,286,EVM,mRNA,3920,107006,286,1.00
ptg031205l,533529,533797,268,EVM,mRNA,140312,649808,268,1.00
ptg031396l,147281,147590,309,EVM,mRNA,22530,203426,309,1.00
ptg031485l,98055,98370,315,EVM,mRNA,13674,291107,315,1.00
ptg031511l,69436,69755,319,EVM,mRNA,2159,373573,319,1.00
ptg031567l,211552,211829,277,EVM,mRNA,170373,287085,277,1.00
ptg031584l,1255275,1255606,331,EVM,mRNA,937479,1455578,331,1.00
ptg031610l,102449,102739,290,EVM,mRNA,88491,114954,290,1.00
ptg031734l,814161,814456,295,EVM,mRNA,129660,1093868,295,1.00
ptg031790l,223439,223718,279,EVM,mRNA,130466,266151,279,1.00
ptg031893l,123718,124018,300,EVM,mRNA,113930,274083,300,1.00
ptg031898l,331357,331654,297,EVM,mRNA,114564,473822,297,1.00
ptg031923l,462629,462951,322,EVM,mRNA,414945,765801,322,1.00
ptg031923l,465554,465880,326,EVM,mRNA,414945,765801,326,1.00
ptg031923l,518568,518854,286,EVM,mRNA,414945,765801,286,1.00
ptg032055l,41025,41341,316,EVM,mRNA,9792,115277,316,1.00
ptg032112l,80525,80828,303,EVM,mRNA,1469,169719,303,1.00
ptg032129l,446763,447062,299,EVM,mRNA,179562,450121,299,1.00
ptg032158l,54886,55145,259,EVM,mRNA,53303,176032,259,1.00
ptg032175l,204631,204919,288,EVM,mRNA,48513,216869,288,1.00
ptg032310l,84214,84512,298,EVM,mRNA,1856,90710,298,1.00
ptg032334l,213832,214171,339,EVM,mRNA,80086,220752,339,1.00
ptg032341l,361474,361779,305,EVM,mRNA,12236,570100,305,1.00
ptg032354l,599485,599800,315,EVM,mRNA,481218,973421,315,1.00
ptg032354l,727730,728032,302,EVM,mRNA,481218,973421,302,1.00
ptg032356l,62428,62722,294,EVM,mRNA,31128,89754,294,1.00
ptg032362l,212628,212932,304,EVM,mRNA,26955,279394,304,1.00
ptg032445l,25003,25326,323,EVM,mRNA,22616,84932,323,1.00
ptg032486l,209581,209874,293,EVM,mRNA,37641,230199,293,1.00
ptg032496l,821750,822067,317,EVM,mRNA,819152,952135,317,1.00
ptg032538l,193786,194077,291,EVM,mRNA,92308,786696,291,1.00
ptg032562l,929591,929871,280,EVM,mRNA,810561,1780523,280,1.00
ptg032562l,1086877,1087164,287,EVM,mRNA,810561,1780523,287,1.00
ptg032562l,1479934,1480255,321,EVM,mRNA,810561,1780523,321,1.00
ptg032562l,1551611,1551919,308,EVM,mRNA,810561,1780523,308,1.00
ptg032570l,179169,179497,328,EVM,mRNA,115495,220050,328,1.00
ptg032638l,816633,816937,304,EVM,mRNA,787302,901439,304,1.00
ptg032654l,118056,118336,280,EVM,mRNA,27009,277652,280,1.00
ptg032733l,99957,100252,295,EVM,mRNA,117,132726,295,1.00
ptg032742l,249250,249555,305,EVM,mRNA,167805,736040,305,1.00
ptg032742l,288302,288629,327,EVM,mRNA,167805,736040,327,1.00
ptg032830l,208948,209268,320,EVM,mRNA,84857,353505,320,1.00
ptg032830l,352056,352337,281,EVM,mRNA,84857,353505,281,1.00
ptg032875l,60834,61127,293,EVM,mRNA,12486,130231,293,1.00
ptg032880l,120165,120462,297,EVM,mRNA,73217,241206,297,1.00
ptg033052l,287342,287631,289,EVM,mRNA,209335,290128,289,1.00
ptg033169l,198348,198666,318,EVM,mRNA,98218,235486,318,1.00
ptg033324l,646534,646845,311,EVM,mRNA,354637,671530,311,1.00
ptg033419l,299719,300031,312,EVM,mRNA,34269,387122,312,1.00
ptg033419l,359660,359934,274,EVM,mRNA,34269,387122,274,1.00
ptg033419l,719647,719965,318,EVM,mRNA,442761,859163,318,1.00
ptg033419l,1419702,1420012,310,EVM,mRNA,1116061,1619457,310,1.00
ptg033440l,1138837,1139125,288,EVM,mRNA,1028442,1153246,288,1.00
ptg033619l,228583,228909,326,EVM,mRNA,39151,249942,326,1.00
ptg033620l,74408,74736,328,EVM,mRNA,42380,101218,328,1.00
ptg033629l,252148,252425,277,EVM,mRNA,57184,307950,277,1.00
ptg033723l,1751659,1751990,331,EVM,mRNA,1747483,1805143,331,1.00
ptg033859l,9543,9881,338,EVM,mRNA,9631,10980,251,0.74
ptg033892l,4785,5120,335,EVM,mRNA,1147,148021,335,1.00
ptg033933l,495627,495911,284,EVM,mRNA,293890,816771,284,1.00
ptg034053l,301237,301523,286,EVM,mRNA,37111,351538,286,1.00
ptg034120l,56904,57234,330,EVM,mRNA,2787,189637,330,1.00
ptg034307l,341026,341345,319,EVM,mRNA,116522,481015,319,1.00
ptg034374l,134208,134519,311,EVM,mRNA,131452,173691,311,1.00
ptg034400l,2561110,2561398,288,EVM,mRNA,2477671,2570531,288,1.00
ptg034495l,707232,707523,291,EVM,mRNA,137276,2727089,291,1.00
ptg034495l,819867,820188,321,EVM,mRNA,137276,2727089,321,1.00
ptg034523l,387613,387905,292,EVM,mRNA,108322,488559,292,1.00
ptg034538l,110609,110891,282,EVM,mRNA,88964,403486,282,1.00
ptg034538l,203395,203706,311,EVM,mRNA,88964,403486,311,1.00
ptg034627l,538067,538390,323,EVM,mRNA,408106,548276,323,1.00
ptg034726l,862275,862591,316,EVM,mRNA,862508,1036016,84,0.27
ptg034847l,281149,281478,329,EVM,mRNA,121935,358508,329,1.00
ptg034931l,97209,97516,307,EVM,mRNA,3131,172212,307,1.00
ptg034990l,1990308,1990615,307,EVM,mRNA,1768459,2204387,307,1.00
ptg035129l,40083,40375,292,EVM,mRNA,24025,341682,292,1.00
ptg035232l,548564,548880,316,EVM,mRNA,292925,595888,316,1.00
ptg035368l,193521,193817,296,EVM,mRNA,41659,197163,296,1.00
ptg035636l,1362431,1362709,278,EVM,mRNA,357391,3359226,278,1.00
ptg035636l,2510466,2510780,314,EVM,mRNA,357391,3359226,314,1.00
ptg035694l,508415,508707,292,EVM,mRNA,6605,789599,292,1.00
ptg035734l,255544,255883,339,EVM,mRNA,21764,808553,339,1.00
ptg035927l,59561,59874,313,EVM,mRNA,6497,205012,313,1.00
ptg035989l,35003,35308,305,EVM,mRNA,1355,135326,305,1.00
ptg035989l,132346,132656,310,EVM,mRNA,1355,135326,310,1.00
ptg036034l,216847,217163,316,EVM,mRNA,9512,325919,316,1.00
ptg036193l,214481,214762,281,EVM,mRNA,18054,240191,281,1.00
ptg036223l,124137,124409,272,EVM,mRNA,34534,328887,272,1.00
ptg036223l,188806,189122,316,EVM,mRNA,34534,328887,316,1.00
ptg036480l,319237,319542,305,EVM,mRNA,103212,566334,305,1.00
ptg036533l,18028,18351,323,EVM,mRNA,13317,24190,323,1.00
ptg036584l,217638,217927,289,EVM,mRNA,123993,225837,289,1.00
ptg036664l,72712,73008,296,EVM,mRNA,64558,288302,296,1.00
ptg036866l,1021109,1021382,273,EVM,mRNA,74417,1569393,273,1.00
ptg037173l,138597,138905,308,EVM,mRNA,379,408563,308,1.00
ptg037327l,215615,215921,306,EVM,mRNA,186365,255285,306,1.00
ptg037498l,598308,598548,240,EVM,mRNA,305422,607345,240,1.00
ptg037615l,312673,312977,304,EVM,mRNA,57205,1402951,304,1.00
ptg037615l,5608029,5608327,298,EVM,mRNA,3134386,5768312,298,1.00
ptg037804l,46399,46697,298,EVM,mRNA,6172,50302,298,1.00
ptg037939l,535895,536180,285,EVM,mRNA,38575,789296,285,1.00
ptg038073l,102953,103250,297,EVM,mRNA,103000,173013,251,0.85
ptg038084l,862923,863221,298,EVM,mRNA,852471,992081,298,1.00
ptg038109l,200329,200639,310,EVM,mRNA,75512,218918,310,1.00
ptg038227l,702441,702734,293,EVM,mRNA,670492,923352,293,1.00
ptg038227l,735405,735714,309,EVM,mRNA,670492,923352,309,1.00
ptg038237l,699195,699511,316,EVM,mRNA,157592,1897548,316,1.00
ptg038237l,722402,722725,323,EVM,mRNA,157592,1897548,323,1.00
ptg038237l,1342467,1342747,280,EVM,mRNA,157592,1897548,280,1.00
ptg038239l,339607,339914,307,EVM,mRNA,290369,440293,307,1.00
ptg038272l,178675,178954,279,EVM,mRNA,116706,328151,279,1.00
ptg038294l,132294,132582,288,EVM,mRNA,83,166832,288,1.00
ptg038357l,1538449,1538765,316,EVM,mRNA,1340680,1596996,316,1.00
ptg038398l,37106,37433,327,EVM,mRNA,11375,70902,327,1.00
ptg038417l,60966,61275,309,EVM,mRNA,487,318339,309,1.00
ptg038437l,187025,187312,287,EVM,mRNA,116414,246765,287,1.00
ptg038673l,19738,20046,308,EVM,mRNA,456,156730,308,1.00
ptg038673l,143937,144220,283,EVM,mRNA,456,156730,283,1.00
ptg038679l,302767,303048,281,EVM,mRNA,284556,475258,281,1.00
ptg038705l,61962,62259,297,EVM,mRNA,56036,125366,297,1.00
ptg038912l,124972,125261,289,EVM,mRNA,15929,209168,289,1.00
ptg039121l,124814,125087,273,EVM,mRNA,21205,126878,273,1.00
ptg039452l,1984497,1984803,306,EVM,mRNA,18915,2336543,306,1.00
ptg039452l,2012256,2012572,316,EVM,mRNA,18915,2336543,316,1.00
ptg039547l,281312,281636,324,EVM,mRNA,219592,367890,324,1.00
ptg039549l,2843049,2843356,307,EVM,mRNA,2665869,3117568,307,1.00
ptg039789l,1533338,1533640,302,EVM,mRNA,528003,2097300,302,1.00
ptg039888l,204640,204922,282,EVM,mRNA,135077,232776,282,1.00
ptg040065l,815104,815424,320,EVM,mRNA,253983,1755154,320,1.00
ptg040204l,1968670,1968921,251,EVM,mRNA,1965572,2047265,251,1.00
ptg040204l,2961503,2961813,310,EVM,mRNA,2299683,5557079,310,1.00
ptg040204l,4095212,4095533,321,EVM,mRNA,2299683,5557079,321,1.00
ptg040204l,5242061,5242347,286,EVM,mRNA,2299683,5557079,286,1.00
ptg040380l,137519,137841,322,EVM,mRNA,106400,283354,322,1.00
ptg040380l,204124,204391,267,EVM,mRNA,106400,283354,267,1.00
ptg040380l,274095,274372,277,EVM,mRNA,106400,283354,277,1.00
ptg040380l,1819239,1819516,277,EVM,mRNA,1635112,1954278,277,1.00
ptg040911l,201492,201804,312,EVM,mRNA,57932,203136,312,1.00
ptg041372l,105380,105689,309,EVM,mRNA,15601,132598,309,1.00
ptg041375l,88234,88528,294,EVM,mRNA,27850,89873,294,1.00
ptg041564l,451081,451404,323,EVM,mRNA,115673,2614828,323,1.00
ptg041564l,573186,573459,273,EVM,mRNA,115673,2614828,273,1.00
ptg041564l,668235,668567,332,EVM,mRNA,115673,2614828,332,1.00
ptg041564l,1249429,1249729,300,EVM,mRNA,115673,2614828,300,1.00
ptg041813l,365861,366161,300,EVM,mRNA,203185,746122,300,1.00
ptg041813l,563681,564007,326,EVM,mRNA,203185,746122,326,1.00
ptg042415l,819318,819621,303,EVM,mRNA,673908,1320883,303,1.00
ptg042482l,45768,46080,312,EVM,mRNA,6023,63418,312,1.00
ptg042616l,362463,362776,313,EVM,mRNA,190067,424991,313,1.00
ptg042616l,1044574,1044871,297,EVM,mRNA,740146,1148769,297,1.00
ptg042616l,1045340,1045668,328,EVM,mRNA,740146,1148769,328,1.00
ptg042644l,108263,108584,321,EVM,mRNA,37745,118505,321,1.00
ptg042824l,64304,64600,296,EVM,mRNA,3948,66234,296,1.00
ptg043603l,119744,120026,282,GeneWise,mRNA,116479,143503,282,1.00
ptg043615l,697537,697845,308,EVM,mRNA,4619,1668313,308,1.00
ptg043615l,1060412,1060714,302,EVM,mRNA,4619,1668313,302,1.00
ptg043615l,1085700,1085982,282,EVM,mRNA,4619,1668313,282,1.00
ptg043615l,1146389,1146691,302,EVM,mRNA,4619,1668313,302,1.00
ptg043860l,35041,35369,328,EVM,mRNA,200,61796,328,1.00
ptg044481l,155552,155875,323,EVM,mRNA,148249,247051,323,1.00
ptg044989l,92016,92329,313,EVM,mRNA,26223,349756,313,1.00
ptg044989l,110976,111261,285,EVM,mRNA,26223,349756,285,1.00
ptg045224l,83500,83815,315,EVM,mRNA,36334,181786,315,1.00
ptg045588l,18298,18613,315,EVM,mRNA,1716,44199,315,1.00
ptg045652l,535661,535975,314,EVM,mRNA,282802,554796,314,1.00
ptg045652l,550441,550728,287,EVM,mRNA,282802,554796,287,1.00
ptg046538l,1148906,1149185,279,EVM,mRNA,380521,1436687,279,1.00
ptg046538l,1387545,1387847,302,EVM,mRNA,380521,1436687,302,1.00
ptg046574l,2062150,2062461,311,EVM,mRNA,1936709,2373172,311,1.00
ptg046659l,1493235,1493532,297,EVM,mRNA,873930,1496827,297,1.00
ptg047540l,19799,20110,311,EVM,mRNA,2960,45380,311,1.00
ptg047602l,62643,62940,297,EVM,mRNA,56512,70201,297,1.00
ptg047790l,110031,110309,278,EVM,mRNA,42119,284185,278,1.00
ptg048676l,31631,31977,346,EVM,mRNA,19112,39072,346,1.00
ptg050038l,306926,307227,301,EVM,mRNA,127306,586949,301,1.00
ptg050256l,328244,328534,290,EVM,mRNA,937,1034281,290,1.00
ptg050256l,424352,424639,287,EVM,mRNA,937,1034281,287,1.00
ptg050782l,10673,10986,313,EVM,mRNA,1069,15198,313,1.00
ptg051921l,385619,385919,300,EVM,mRNA,319835,488781,300,1.00
ptg052241l,1018898,1019233,335,EVM,mRNA,602374,1019200,302,0.90
ptg052562l,282216,282532,316,EVM,mRNA,102837,290568,316,1.00
ptg053617l,348719,349018,299,EVM,mRNA,208704,477253,299,1.00
ptg054642l,119185,119487,302,EVM,mRNA,26301,344155,302,1.00
ptg054642l,205474,205802,328,EVM,mRNA,26301,344155,328,1.00
ptg054642l,291880,292202,322,EVM,mRNA,26301,344155,322,1.00
ptg054830l,244691,245007,316,EVM,mRNA,55908,280691,316,1.00
ptg055436l,91314,91603,289,EVM,mRNA,86936,92640,289,1.00
ptg057195l,1066621,1066943,322,EVM,mRNA,608480,1331129,322,1.00
ptg000002l,184842,185142,300,EVM,mRNA,46146,4527702,300,1.00
ptg000002l,1757469,1757782,313,EVM,mRNA,46146,4527702,313,1.00
ptg000002l,1908279,1908582,303,EVM,mRNA,46146,4527702,303,1.00
ptg000002l,4304798,4305097,299,EVM,mRNA,46146,4527702,299,1.00
ptg000005l,4323209,4323535,326,EVM,mRNA,4105573,7068508,326,1.00
ptg000005l,4768667,4768975,308,EVM,mRNA,4105573,7068508,308,1.00
ptg000005l,4774721,4774992,271,EVM,mRNA,4105573,7068508,271,1.00
ptg000006l,2695740,2696029,289,EVM,mRNA,1147605,4254885,289,1.00
ptg000006l,3774075,3774384,309,EVM,mRNA,1147605,4254885,309,1.00
ptg000008l,760387,760661,274,EVM,mRNA,699434,1443564,274,1.00
